product_id,sell_price_paise,source,as_of
TROEJFS2XPYVXEMT,209900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEAVZ3C9CRDB6Z,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PCSE7T8FVEZQZ4NT,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREEA4DUZHUQASHP,90900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE9K9GMYYKXV5C,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGEA8Z5PHCTUKFF,727100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PELE58U3FFP8EAAT,155000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEAX7HHE5HZCHG,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAE39ZZYDGFHKUH,87800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TWSEHGSYDKWGR6RT,79400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEBUG2K3G2JYAQ,44900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE6JCXUKQJGTZF,69000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEDZHYDZQGHHP3,75000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDDT3UXUNGVFWST,169000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE8GDGSKTVFQZE,12000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE4BR6EHHHGPYM,105600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTE93RYMXUU7P6Q,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TDHEGVZKK3SXYZSC,79500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ECOEH4BXGVMBYEMG,9000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAE3HGCFTVVT3GU,219900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREEGXNWMFHQPGYD,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KRTEDCR4ARHZZH4R,42500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE76FZE7Z3RHYR,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE49AT3FBH2QBG,44900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCDSB6EJXB8B9GG,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TFHECQNYAPQ2FCHE,129900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEA6GA2PYVQ4ZP,151900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIE9F5UZWVU4KHD,121600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PTSEDHS7GHWEHZUX,73000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SWSE4CNDZMMCJGM6,58400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SCFEHDJN5HUHSG5F,23900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCDUEHCBEY7YZV8,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE88Q9U5YZG3G2,2348700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KRTEAHVKBPC8ZE4S,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CSOE2V29ZTH5A3QU,19800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATE67FBCSSHQMZZ,69500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CBKEHRSHVFGZ7FVQ,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SGLEGBV7DZKMKTUG,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TMLED7GYWDRPJEHQ,36000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGEDAKBZPHKHGCQ,1536400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LJGEHDSP4FSHGSVB,200000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPEDHZDBGXFHG6G,79500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBLEGWQWEQKPXDHT,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBADYE6GJMUYGHGV,37500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HOFEDQPJHSNFSYS2,25000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDEAN42ZZ6QVCW5,95600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOE6ZEBZ7HVRGT7,159500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE6FMZCV82TEFT,27000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PEBEBQCZYHEHTEZV,239900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
USGE8R7KG4TYZPV5,8800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BATDCXVFGC7BHGZK,144000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAEEDEGGXT28W9J,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEHQZ8CVHNHMFA,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEBXRB8GFZ6HM6,18000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIE9F5UWNR43SZ4,219400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEC897YCBZPV8H,17900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEBBMQZCKGFFGH,18900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOECXZEHUBBZYJV,199900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCE9Z2HBBAUXRXE,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RKSED5CE6CKW8YHP,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCDTAXFXWPKGZAN,37100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEBGC34TVWJGHN,199900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTE4S26SFEGUW3M,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PADEHZFJGQNSEVKC,25000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE864HQQUYJQHB,2831700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLOEJFFYGJCJZERW,94900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SOFEDVYZXN34ZJZQ,1390000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAECJDU9UGUYFHX,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEEEWJX4MRNFHB,129900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOEHY9AUJMC8YD9,129900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEAJXRUPCUSZVP,74900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RTRE93J4UYHVQAKG,179900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEBFKGNG7PJARH,69000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPE8PBFNH9YNHFK,85000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCDU4RZPGSGYY4Q,32000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEA49HNDNQYGJU,29500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEA572MCFG8YZZ,69800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BCHEF9ZEK3JFWSZF,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGEDAPFYDQCQAFQ,2608700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BCHEG2BG5UJKZYZG,45000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRGEB5MNWY2XSW7T,139500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXEAHS5F5ZQDU2B,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREECGQ8Y4WC3QU5,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE7GVYRPHSCTVA,2992600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE5T3GVHYKZSDH,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE57PPG6EGAJMF,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CAGDYY25E8RVC7EG,35800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCE9Z5RZR68MGQV,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
USGEDX24BCNC63FE,25900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE4S26FVNGW5TZ,40000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEGACUNDADBZKR,119900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QZSPZDNAR,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QTVAGYNZ6,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIEH5HD8ZZZDRRZ,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DRPEHGFG2FPKZEBB,164600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
VMREGZPQWWGWTXQZ,59400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEFR6JUMNFA5MT,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAECTFYRN4C9FU5,22500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE9QS7UNUZQKGD,139900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CAGE68FFRKGNM58Z,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
MATEGX23XSZHD9VK,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCE9ZY9SMMBMYC3,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAECGVHJPMFPFES,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEFKBYHXQ8VVF8,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WCKE2TYZ4NWZRG9G,108900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QZXFVEPGG,138000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE7GVYFXTPKK9U,2875100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEB6ZB8NS8GAFG,26900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HLUEJQ3UVGNXSPZG,150000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HACEGPF9FJFJQU2R,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIE9F5UCPRTGRVA,114300,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIEDUW9A53NNGWA,69900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTE9EFGJRQM5HE9,42500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
VMREGZPQ5ZKCSUDH,59400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE7M925YCWZZRR,1787900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDECHQM4CGAXJXW,99000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE3TSHYZTHHE2F,7900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAE6SRJZGFE5F57,174900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SGLEJXMTFUK7ZNEG,31900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE7GVYYPQFPGYD,2587400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PTPE62XBRHPBQDZS,158400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PCSEC86WYPMMQEYJ,32100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE73KHBBRBPTJH,25200,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BHGEGTATDSHFENHT,45500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DIAE2QNERNBQJ8ME,69900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATDXFGTUVJZYXRD,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTECB92WG7ZCPBV,229900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE9TBZWWACJHJ8,27900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREE9EHEWXZYSCDU,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QUZSRCEN4,92000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEJP22GH6GHTKR,56900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RTRE2XJSG2ZFVFTW,185000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEYQHGTFHGB3K6,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QWPPMVZZ9,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KRTEJ7ATQGNMW6QV,63000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
VANEGPA7ZKGT2UUH,170000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DIAE7QHEDWYHCG2R,25000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PTGEE9APYTJ3GYWN,194900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPE8DPRAU6DCFKN,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
OTYEHZR7MXR4PBCZ,77500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE7Z9NHKZPRSEE,74300,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CAGE3SHKHTZCTFPJ,47900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIEHGXG5PNH2HEF,75100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PANEGYWXD4TFXFXH,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCECZH48UQYP6NY,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEHPWENYHHSF3D,79000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIE7KFHZDGQRZX3,51000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEGG6EZGVG7XZC,54900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOEGGDUCHU2FWQG,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
MUGEAGGKSHGYYQ4F,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCECPQAGXHB56HY,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE3TSHRTGMZA44,8900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGEDAKBYETUY2AB,2513100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE5YFQWQUZGC4Y,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXE9ZWEPRBDMP2V,40000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEYZEX9RDRHHGH,79800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SWTEAW3STNNJSKNP,83800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREEAXE3VAX3GY9Y,99700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCDY6GVZYHGRRPP,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIE4DJHAYYJCKKY,50000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JWSEBWSRSNGXFYSH,99500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIEYZ5TM4X5E6X9,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATE9MXPDDFGKUKK,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2RZRH6FTYZ,138000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAE7MP37JWJXAZH,219900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEGKFEZFBG3DZW,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIE3YW8AGHPXQZZ,246000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPECUZYVBVQ3FEZ,269500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDEHZQQERXYSRFS,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEC89PP5NCWVFR,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TWCEJFXHNZ8GB8VX,46600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIE86XAGBVWRWH3,48500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE7ZNGGKGZKEYG,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE88Q94HF6SCCG,2058600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BFAD3ZJYYCXDAVGH,199900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGEDAK2HFRD72HE,1388800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SGLEJV5XS9UCYHPM,64900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEHU5RW2VDGFKZ,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDEHZPDHXKM3ZNJ,175000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPE93YGJJ5ADUKV,57900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SRTEHQFQXGYQGGGH,52900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CBKEJ3AZYYJTEHK6,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEEYH6S8NMYGHN,96000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LBXEHFA6BHYGKGVA,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PACDZTD7Z9T2GVGT,47000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREEDC7THGYTA2JZ,79700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RCLEYW4QNGHANNYH,53900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE8JXS2AAKUGGD,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPE9HYGS96GGY2C,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREE8FWR542TYSH5,75600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LACEGEZBUKFAFH2E,32900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXEAMHQHTW77AQN,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE9PFF32BZCHTX,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOECP78YDYPYPSE,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIE8WJTK9BCBMGU,113000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOE6QGAYFFMBWG6,109900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEF3Z3NJMBCSVQ,35800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PCSEAKVBZUG8VZF5,47500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LCHEH4GTFX23CPZR,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KTSEGYZQASMGG6SD,58200,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JWSEA5GVEMNZ6FZ2,90000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
USGEEF3QFVY8RYES,22900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE7AX4NZGFXC2C,69900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE5HYC72ZUCM67,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATECSW5VZSZETGS,59500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDEG7DRWSX8HFXZ,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SRTEGWKHYZ7FTDBG,84900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDEHZPDYWVYBCHT,175000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEC8AX9GXTD5TN,264900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEBTRWQGXX6GCF,26900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHVEFAS3RT9N63BU,47500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SKIE8AYKWDYJSG5N,63400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATD9H76N5WQYVGJ,79500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATDZ2ZQWKH2ERZ9,87900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIE9F5UGAZZ3DQX,58200,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WCKE26PFZBV5TZH4,74900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEDCVYUYJFMVEF,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE6KWDYXYAYTZM,48000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCDVDC8S5JWEE6X,179900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAEEDVPYT5GQ64V,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATECGG4W76YEBUB,749500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIECK9BFNDBMZCA,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEFJ33H8RXNYRC,41900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACBEA4496CMCQZCU,65900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE2MBFEMAJTEBD,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEGXV5ATXWFBGE,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CTPEGGFRXHKBYHXM,22000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREE8RTGWJMQSAGS,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HACEJQ7HRGNBYCEH,47900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIEHFCXNRGJYZS5,21600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACBECFGTEC5DXHPJ,75600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE9WYKK8ZK3YNN,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE2N9P5TGKZ7WR,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCECWKZYKVUJ9HU,38000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
MUGEAGGKURWPVVSW,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEAMGZF5ZHHKJK,64900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
